round_id,playerName,allIn,bet,cards,chips,folded,hand,isHuman,isOnline,isSurvive,me,message,position,rank,reloadCount,roundBet,winMoney
1,(=^-Ω-^=),False,0,♣J ♣Q,1340,False,♣J ♣Q ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Two Pair,SB,63.0512,0,0,660.0
1,FourSwordsMan,False,0,♠2 ♣2,680,False,♠2 ♣2 ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Two Pair,BB,32.0256,0,0,0.0
1,A_P_T^T,False,0,♥5 ♠Q,980,True,♥5 ♠Q ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Pair,,14.0832,0,0,0.0
1,ヽ(=^･ω･^=)丿,False,0,♠4 ♥A,1000,True,♠4 ♥A ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,True,Pair,,14.2368,0,0,0.0
2,(=^-Ω-^=),False,0,♠A ♦A,2480,False,♠A ♦A ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Flush,,123.3585,1,0,240.0
2,FourSwordsMan,False,0,♥7 ♥4,1580,False,♥7 ♥4 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Pair,SB,10.1552,1,0,0.0
2,A_P_T^T,False,0,♦7 ♥8,960,True,♦7 ♥8 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Pair,BB,10.1568,0,0,0.0
2,ヽ(=^･ω･^=)丿,False,0,♥5 ♥6,980,True,♥5 ♥6 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,True,Pair,,10.1544,0,0,0.0
3,(=^-Ω-^=),False,0,♠2 ♦6,3520,False,♠2 ♦6 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,False,Pair,,15.2184,2,0,60.0
3,FourSwordsMan,False,0,♣7 ♣5,2580,True,♣7 ♣5 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,False,Pair,,15.2192,2,0,0.0
3,A_P_T^T,False,0,♠Q ♣4,940,True,♠Q ♣4 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,False,Pair,SB,15.2688,0,0,0.0
3,ヽ(=^･ω･^=)丿,False,0,♥5 ♦9,960,True,♥5 ♦9 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,True,Pair,BB,15.224,0,0,0.0
4,(=^-Ω-^=),False,0,♣K ♠2,3200,False,♣K ♠2 ♣7 ♥6 ♣4 ♣J ♦J,False,True,True,False,Pair,BB,18.1048,2,0,0.0
4,FourSwordsMan,False,0,♦7 ♠Q,2580,True,♦7 ♠Q ♣7 ♥6 ♣4 ♣J ♦J,False,True,True,False,Two Pair,,63.0512,2,0,0.0
4,A_P_T^T,False,0,♠5 ♠6,1280,False,♠5 ♠6 ♣7 ♥6 ♣4 ♣J ♦J,False,True,True,False,Two Pair,,62.0016,0,0,660.0
4,ヽ(=^･ω･^=)丿,False,0,♥J ♥5,940,True,♥J ♥5 ♣7 ♥6 ♣4 ♣J ♦J,False,True,True,True,Three of a Kind,SB,109.0024,0,0,0.0
5,(=^-Ω-^=),False,0,♠10 ♣Q,2920,True,♠10 ♣Q ♥2 ♣2 ♦4 ♠9 ♥10,False,True,True,False,Two Pair,SB,50.0512,2,0,0.0
5,FourSwordsMan,False,0,♠4 ♥5,2120,False,♠4 ♥5 ♥2 ♣2 ♦4 ♠9 ♥10,False,True,True,False,Two Pair,BB,23.0128,2,0,0.0
5,A_P_T^T,False,0,♦A ♠A,2020,False,♦A ♠A ♥2 ♣2 ♦4 ♠9 ♥10,False,True,True,False,Two Pair,,88.0128,0,0,1200.0
5,ヽ(=^･ω･^=)丿,False,0,♦7 ♠5,940,True,♦7 ♠5 ♥2 ♣2 ♦4 ♠9 ♥10,False,True,True,True,Pair,,9.0208,0,0,0.0
6,(=^-Ω-^=),False,0,♦K ♣2,2880,True,♦K ♣2 ♥7 ♣A ♦9 ♦A ♦Q,False,True,True,False,Pair,,21.16,2,0,0.0
6,FourSwordsMan,False,0,♥5 ♥3,2200,False,♥5 ♥3 ♥7 ♣A ♦9 ♦A ♦Q,False,True,True,False,Pair,SB,21.0592,2,0,160.0
6,A_P_T^T,False,0,♠K ♠6,1980,True,♠K ♠6 ♥7 ♣A ♦9 ♦A ♦Q,False,True,True,False,Pair,BB,21.16,0,0,0.0
6,ヽ(=^･ω･^=)丿,False,0,♣9 ♦6,940,True,♣9 ♦6 ♥7 ♣A ♦9 ♦A ♦Q,False,True,True,True,Two Pair,,95.0512,0,0,0.0
7,(=^-Ω-^=),False,0,♥5 ♠5,3040,False,♥5 ♠5 ♦9 ♥Q ♦Q ♥3 ♣8,False,True,True,False,Two Pair,,70.0064,2,0,280.0
7,FourSwordsMan,False,0,♦J ♠K,2200,True,♦J ♠K ♦9 ♥Q ♦Q ♥3 ♣8,False,True,True,False,Pair,,19.1344,2,0,0.0
7,A_P_T^T,False,0,♠7 ♠6,1940,True,♠7 ♠6 ♦9 ♥Q ♦Q ♥3 ♣8,False,True,True,False,Pair,SB,19.0112,0,0,0.0
7,ヽ(=^･ω･^=)丿,False,0,♦10 ♣A,820,True,♦10 ♣A ♦9 ♥Q ♦Q ♥3 ♣8,False,True,True,True,Pair,BB,19.224,0,0,0.0
8,(=^-Ω-^=),False,0,♣8 ♦10,3000,True,♣8 ♦10 ♣4 ♦K ♠J ♥3 ♦2,False,True,True,False,High Card,BB,7.0418,2,0,0.0
8,FourSwordsMan,False,0,♣K ♠5,2200,True,♣K ♠5 ♣4 ♦K ♠J ♥3 ♦2,False,True,True,False,Pair,,20.0262,2,0,0.0
8,A_P_T^T,False,0,♦7 ♦9,1900,True,♦7 ♦9 ♣4 ♦K ♠J ♥3 ♦2,False,True,True,False,High Card,,7.0338,0,0,0.0
8,ヽ(=^･ω･^=)丿,False,0,♥Q ♦J,900,False,♥Q ♦J ♣4 ♦K ♠J ♥3 ♦2,False,True,True,True,Pair,SB,18.1538,0,0,606.0
9,(=^-Ω-^=),False,0,♠6 ♥3,2620,False,♠6 ♥3 ♣2 ♦5 ♣Q ♦8 ♣J,False,True,True,False,High Card,SB,6.03,2,0,0.0
9,FourSwordsMan,False,0,♦4 ♣4,1820,False,♦4 ♣4 ♣2 ♦5 ♣Q ♦8 ♣J,False,True,True,False,Pair,BB,11.08,2,0,0.0
9,A_P_T^T,False,0,♠K ♣5,2660,False,♠K ♣5 ♣2 ♦5 ♣Q ♦8 ♣J,False,True,True,False,Pair,,12.1792,0,0,1140.0
9,ヽ(=^･ω･^=)丿,False,0,♠10 ♥5,900,True,♠10 ♥5 ♣2 ♦5 ♣Q ♦8 ♣J,False,True,True,True,Pair,,12.0896,0,0,0.0
10,(=^-Ω-^=),False,0,♥8 ♣4,2434,True,♥8 ♣4 ♦K ♦6 ♦A ♠8 ♥J,False,True,True,False,Pair,,15.3328,2,0,0.0
10,FourSwordsMan,False,0,♥9 ♠2,956,False,♥9 ♠2 ♦K ♦6 ♦A ♠8 ♥J,False,True,True,False,High Card,SB,8.1376,2,0,0.0
10,A_P_T^T,False,0,♠Q ♣Q,1796,False,♠Q ♣Q ♦K ♦6 ♦A ♠8 ♥J,False,True,True,False,Pair,BB,19.3328,0,0,0.0
10,ヽ(=^･ω･^=)丿,False,0,♦Q ♠A,2814,False,♦Q ♠A ♦K ♦6 ♦A ♠8 ♥J,False,True,True,True,Pair,,21.1792,0,0,2778.0
11,(=^-Ω-^=),False,0,♣3 ♣J,2354,True,♣3 ♣J ♠6 ♠10 ♠Q ♦5 ♦J,False,True,True,False,Pair,,18.0648,2,0,0.0
11,FourSwordsMan,False,0,♣7 ♠4,956,True,♣7 ♠4 ♠6 ♠10 ♠Q ♦5 ♦J,False,True,True,False,High Card,,6.0408,2,0,0.0
11,A_P_T^T,False,0,♦7 ♥A,1716,True,♦7 ♥A ♠6 ♠10 ♠Q ♦5 ♦J,False,True,True,False,High Card,SB,8.0912,0,0,0.0
11,ヽ(=^･ω･^=)丿,False,0,♥10 ♣Q,2974,False,♥10 ♣Q ♠6 ♠10 ♠Q ♦5 ♦J,False,True,True,True,Two Pair,BB,75.0256,0,0,1005.0
12,(=^-Ω-^=),False,0,♣J ♥K,2514,False,♣J ♥K ♦2 ♠4 ♠J ♠5 ♣5,False,True,True,False,Two Pair,BB,61.1024,2,0,340.0
12,FourSwordsMan,False,0,♣7 ♣K,956,True,♣7 ♣K ♦2 ♠4 ♠J ♠5 ♣5,False,True,True,False,Pair,,12.1296,2,0,0.0
12,A_P_T^T,False,0,♣9 ♣3,1636,True,♣9 ♣3 ♦2 ♠4 ♠J ♠5 ♣5,False,True,True,False,Pair,,12.0322,0,0,0.0
12,ヽ(=^･ω･^=)丿,False,0,♥5 ♦6,2894,True,♥5 ♦6 ♦2 ♠4 ♠J ♠5 ♣5,False,True,True,True,Three of a Kind,SB,103.0264,0,0,0.0
13,(=^-Ω-^=),False,0,♠K ♥9,3314,False,♠K ♥9 ♥2 ♦8 ♣7 ♥A ♦K,False,True,True,False,Pair,SB,20.2144,2,0,1440.0
13,FourSwordsMan,False,0,♣10 ♥7,316,False,♣10 ♥7 ♥2 ♦8 ♣7 ♥A ♦K,False,True,True,False,Pair,BB,14.32,2,0,0.0
13,A_P_T^T,False,0,♠J ♥10,1476,True,♠J ♥10 ♥2 ♦8 ♣7 ♥A ♦K,False,True,True,False,High Card,,8.144,0,0,0.0
13,ヽ(=^･ω･^=)丿,False,0,♣3 ♦9,2894,True,♣3 ♦9 ♥2 ♦8 ♣7 ♥A ♦K,False,True,True,True,High Card,,8.1136,0,0,0.0
14,(=^-Ω-^=),False,0,♠4 ♦4,3154,True,♠4 ♦4 ♥6 ♦2 ♦Q ♥5 ♠7,False,True,True,False,Pair,,11.0536,2,0,0.0
14,FourSwordsMan,True,0,♠5 ♣A,0,False,♠5 ♣A ♥6 ♦2 ♦Q ♥5 ♠7,False,True,True,False,Pair,SB,12.2576,2,0,0.0
14,A_P_T^T,False,0,♠Q ♠K,1952,False,♠Q ♠K ♥6 ♦2 ♦Q ♥5 ♠7,False,True,True,False,Pair,BB,19.1048,0,0,792.0
14,ヽ(=^･ω･^=)丿,False,0,♥2 ♦6,2894,True,♥2 ♦6 ♥6 ♦2 ♦Q ♥5 ♠7,False,True,True,True,Two Pair,,28.0512,0,0,0.0
15,(=^-Ω-^=),False,0,♠4 ♠5,2514,False,♠4 ♠5 ♦K ♠A ♦3 ♦4 ♠10,False,True,True,False,Pair,,11.32,2,0,0.0
15,FourSwordsMan,False,0,,0,False,,False,True,False,False,,,,2,0,0.0
15,A_P_T^T,False,0,♥J ♠K,2752,False,♥J ♠K ♦K ♠A ♦3 ♦4 ♠10,False,True,True,False,Pair,SB,20.2432,0,0,1440.0
15,ヽ(=^･ω･^=)丿,False,0,♣2 ♥2,2734,True,♣2 ♥2 ♦K ♠A ♦3 ♦4 ♠10,False,True,True,True,Pair,BB,9.32,0,0,0.0
16,(=^-Ω-^=),False,0,♥10 ♣J,2834,False,♥10 ♣J ♥6 ♦3 ♦J ♥9 ♣K,False,True,True,False,Pair,BB,18.1216,2,0,640.0
16,FourSwordsMan,False,0,,0,False,,False,True,False,False,,,,2,0,0.0
16,A_P_T^T,False,0,♣7 ♠10,2592,True,♣7 ♠10 ♥6 ♦3 ♦J ♥9 ♣K,False,True,True,False,High Card,,7.0464,0,0,0.0
16,ヽ(=^･ω･^=)丿,False,0,♠7 ♣8,2574,True,♠7 ♣8 ♥6 ♦3 ♦J ♥9 ♣K,False,True,True,True,High Card,SB,7.0368,0,0,0.0
17,(=^-Ω-^=),False,0,♠6 ♠Q,1874,True,♠6 ♠Q ♦2 ♠9 ♦10 ♣7 ♣8,False,True,True,False,Straight,SB,118.0,2,0,0.0
17,FourSwordsMan,False,0,,0,False,,False,True,False,False,,,,2,0,0.0
17,A_P_T^T,False,0,♦A ♠10,3552,False,♦A ♠10 ♦2 ♠9 ♦10 ♣7 ♣8,False,True,True,False,Pair,BB,17.2144,0,0,2240.0
17,ヽ(=^･ω･^=)丿,False,0,♣10 ♣6,2574,True,♣10 ♣6 ♦2 ♠9 ♦10 ♣7 ♣8,False,True,True,True,Straight,,118.0,0,0,0.0
18,(=^-Ω-^=),False,0,♥9 ♥7,594,False,♥9 ♥7 ♥J ♣J ♣3 ♦2 ♣8,False,True,True,False,Pair,,18.0112,2,0,0.0
18,FourSwordsMan,False,0,,0,False,,False,True,False,False,,,,2,0,0.0
18,A_P_T^T,False,0,♦8 ♠A,5152,False,♦8 ♠A ♥J ♣J ♣3 ♦2 ♣8,False,True,True,False,Two Pair,SB,64.2048,0,0,2880.0
18,ヽ(=^･ω･^=)丿,False,0,♣9 ♠4,2254,True,♣9 ♠4 ♥J ♣J ♣3 ♦2 ♣8,False,True,True,True,Pair,BB,18.0098,0,0,0.0
19,(=^-Ω-^=),True,0,♠A ♣7,0,False,♠A ♣7 ♥4 ♠J ♣3 ♣6 ♥7,False,True,True,False,Pair,BB,14.2312,2,0,0.0
19,FourSwordsMan,False,0,,0,False,,False,True,False,False,,,,2,0,0.0
19,A_P_T^T,False,0,♠K ♥K,5906,False,♠K ♥K ♥4 ♠J ♣3 ♣6 ♥7,False,True,True,False,Pair,,20.028,0,0,1394.0
19,ヽ(=^･ω･^=)丿,False,0,♦8 ♣5,2094,True,♦8 ♣5 ♥4 ♠J ♣3 ♣6 ♥7,False,True,True,True,Straight,SB,116.0,0,0,0.0
1,(=^-Ω-^=),False,0,♠J ♠5,622,True,♠J ♠5 ♥2 ♥9 ♣6 ♦6 ♦8,False,True,True,False,Pair,SB,13.0352,0,0,0.0
1,FourSwordsMan,False,0,♠3 ♥4,78,False,♠3 ♥4 ♥2 ♥9 ♣6 ♦6 ♦8,False,True,True,False,Pair,BB,13.0098,0,0,0.0
1,A_P_T^T,False,0,♣9 ♣5,3222,False,♣9 ♣5 ♥2 ♥9 ♣6 ♦6 ♦8,False,True,True,False,Two Pair,,47.0032,0,0,3144.0
1,ヽ(=^･ω･^=)丿,False,0,♠8 ♥A,78,False,♠8 ♥A ♥2 ♥9 ♣6 ♦6 ♦8,False,True,True,True,Two Pair,,41.2048,0,0,0.0
2,(=^-Ω-^=),False,0,♦9 ♦3,1602,True,♦9 ♦3 ♠K ♦6 ♦A ♦J ♥8,False,True,True,False,Flush,,123.2377,1,0,0.0
2,FourSwordsMan,False,0,♥J ♦4,1118,False,♥J ♦4 ♠K ♦6 ♦A ♦J ♥8,False,True,True,False,Pair,SB,18.3104,1,0,80.0
2,A_P_T^T,False,0,♠10 ♠9,3202,True,♠10 ♠9 ♠K ♦6 ♦A ♦J ♥8,False,True,True,False,High Card,BB,8.1472,0,0,0.0
2,ヽ(=^･ω･^=)丿,False,0,♠7 ♥9,78,True,♠7 ♥9 ♠K ♦6 ♦A ♦J ♥8,False,True,True,True,High Card,,8.1376,0,0,0.0
3,(=^-Ω-^=),False,0,♦8 ♣A,2642,False,♦8 ♣A ♠J ♦6 ♦10 ♠9 ♦3,False,True,True,False,High Card,,8.048,2,0,60.0
