round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,4,deal,0,♠3 ♣A,,20000,0.28476904761908306,0.3317792921836189,1000,0,0,0,20,1000,0,30,20,1,4,50,0,2.7815238095266466,0.13907619047633224,-11.456928571427508,-0.4304619047618339,335.62723319480733,335.62723319480733,call,0,0.09630990028381348
1,1,4,3,flop,0,♠3 ♣A,♦5 ♦4 ♣7,270,0.2388888888888889,0.4165184921717013,980,0,20,0,20,980,80,20,20,1,3,40,-20,-6.555555555555558,-0.2833333333333333,-16.11111111111111,-0.5222222222222221,271.5423750867949,251.5423750867949,call,0,1.254241943359375
1,2,4,2,turn,0,♠3 ♣A,♦5 ♦4 ♣7 ♣2,126,0.7142857142857143,0.4517539514526257,960,0,40,0,20,960,120,20,20,1,2,20,-40,54.28571428571429,0.4285714285714286,40.0,0.4285714285714286,1237.8203551371055,1197.8203551371055,bet,740,1.2509698867797852
1,3,4,2,river,0,♠3 ♣A,♦5 ♦4 ♣7 ♣2 ♥7,211,0.8791469194312796,0.3204576588507482,220,0,780,0,20,220,1600,20,20,1,2,20,-780,641.8009478672986,0.7582938388625593,624.2180094786731,0.7582938388625593,1565.9806899053976,785.9806899053973,bet,628,1.2557191848754885
2,0,4,3,deal,0,♠8 ♣3,,20000,0.2207125000000124,0.3100444398370197,2020,0,0,20,0,2040,0,60,20,3,3,0,-20,-6.757249999999255,-0.3378624999999628,-6.757249999999255,-0.5585749999999752,334.63886836772684,314.63886836772684,check,0,0.09238672256469728
2,1,4,2,flop,1,♠8 ♣3,♠5 ♦A ♠Q,196,0.08418367346938775,0.27068478342592955,2020,0,20,0,20,2020,60,0,0,4,2,0,-20,-34.94897959183673,-0.8316326530612245,-34.94897959183673,-0.8316326530612245,118.0067382374538,98.0067382374538,fold,0,1.2482059001922607
3,0,4,3,deal,0,♦K ♣A,,20000,0.4061684523810151,0.3663964976961106,2010,0,0,10,10,2020,0,50,20,2,3,10,-10,4.370107142860906,0.2185053571430453,0.3084226190507557,-0.18766309523796976,697.6090531083031,687.6090531083031,bet,137,0.08836889266967772
3,1,4,3,flop,1,♦K ♣A,♠Q ♦A ♥2,63,0.7619047619047619,0.4259177099999598,1873,0,147,0,20,1873,441,0,0,4,3,0,-147,169.0,1.2857142857142856,169.0,0.5238095238095237,1855.3334740596522,1708.3334740596522,bet,854,1.2480838298797607
4,0,4,4,deal,0,♣A ♦2,,20000,0.2762464285714606,0.32985420400937066,3127,0,0,0,20,3127,0,50,20,2,4,30,0,2.0997142857168463,0.10498571428584236,-6.18767857142697,-0.4475071428570788,553.3142063976729,553.3142063976729,call,0,0.09366703033447266
4,1,4,4,flop,0,♣A ♦2,♣5 ♣Q ♦8,363,0.19421487603305784,0.3876817133333526,3107,0,20,0,100,3107,80,300,100,3,4,100,-20,-26.776859504132233,-0.22314049586776866,-46.19834710743802,-0.6115702479338843,368.1224225650977,348.1224225650977,fold,0,1.265049934387207
