round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,3,deal,0,♠Q ♣J,,20000,0.3293285714286097,0.354002832700755,980,0,0,20,0,1000,0,60,20,3,3,0,-20,-0.2402857142834165,-0.012014285714170849,-0.2402857142834165,-0.34134285714278056,397.3780635826082,377.3780635826082,check,0,0.095656156539917
1,1,4,2,flop,1,♠Q ♣J,♣6 ♥J ♣3,157,0.6560509554140127,0.4750243144454543,980,0,20,0,20,980,60,0,0,4,2,0,-20,-0.63694267515924,0.3121019108280254,-0.63694267515924,0.3121019108280254,1061.6569675644948,1041.6569675644948,bet,520,1.243685245513916
2,0,4,3,deal,0,♣J ♣3,,20000,0.2552148809524001,0.3412820246575106,1030,0,0,10,10,1040,0,50,20,2,3,10,-10,-4.687107142855991,-0.23435535714279965,-7.2392559523799935,-0.4895702380951997,298.0300986567356,288.0300986567356,call,0,0.09449291229248047
2,1,4,3,flop,1,♣J ♣3,♦3 ♦K ♣6,92,0.22826086956521735,0.4197116212240831,1020,0,20,0,20,1020,60,0,0,4,3,0,-20,-26.30434782608696,-0.3152173913043479,-26.30434782608696,-0.5434782608695652,261.20767898093897,241.207678980939,fold,0,1.2411088943481443
3,0,4,4,deal,0,♠4 ♥6,,20000,0.22761250000001526,0.3172775159915953,1020,0,0,0,20,1020,0,50,20,2,4,30,0,-1.7909999999987818,-0.08954999999993908,-8.619374999999238,-0.5447749999999696,260.36108792949693,260.36108792949693,fold,0,0.09536910057067872
4,0,4,4,deal,0,♠5 ♠3,,20000,0.2632928571428805,0.3530534284329023,1020,0,0,0,20,1020,0,30,20,1,4,50,0,1.0634285714304426,0.05317142857152213,-12.101214285713587,-0.4734142857142389,308.04013880585023,308.04013880585023,call,0,0.08753609657287598
4,1,4,4,flop,0,♠5 ♠3,♦K ♠A ♣3,267,0.30337078651685395,0.4473264997167277,1000,0,20,0,20,1000,80,40,20,2,4,40,-20,8.539325842696634,0.2134831460674158,-3.5955056179775227,-0.3932584269662921,362.01698116852754,342.0169811685276,bet,171,1.2570340633392334
4,2,4,3,turn,0,♠5 ♠3,♦K ♠A ♣3 ♥7,256,0.181640625,0.381729774643804,829,0,191,0,20,829,593,40,20,2,3,20,-191,-92.388671875,-0.455078125,-96.021484375,-0.63671875,189.29713338644902,-1.702866613551009,call,0,1.2608520984649658
4,3,4,3,river,0,♠5 ♠3,♦K ♠A ♣3 ♥7 ♥2,509,0.13163064833005894,0.3337020616311919,809,0,211,0,20,809,653,40,20,2,3,20,-211,-137.14734774066795,-0.6051080550098231,-139.77996070726914,-0.7367387033398821,132.3406044104959,-78.65939558950409,call,0,1.272784948348999
5,0,4,2,deal,0,♥K ♣10,,20000,0.3366160714286169,0.3505355803203595,749,0,0,40,0,789,0,100,40,2,2,0,-40,-6.3383928571383095,-0.32676785714276624,-6.3383928571383095,-0.32676785714276624,376.6002054871778,336.6002054871778,check,0,0.08920407295227051
