round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,4,deal,0,♣8 ♣J,,20000,0.3062232142857445,0.3578422633499418,1000,0,0,0,20,1000,0,30,20,1,4,50,0,4.497857142859559,0.22489285714297802,-10.813303571427666,-0.387553571428511,366.12584628052093,366.12584628052093,bet,73,0.09245419502258301
1,1,4,3,flop,0,♣8 ♣J,♦J ♥7 ♣10,216,0.5555555555555556,0.4898664469041222,927,0,73,0,20,927,292,20,20,1,3,40,-73,102.55555555555557,0.6666666666666667,80.33333333333334,0.11111111111111116,792.3247226793333,719.3247226793333,bet,359,1.2497541904449463
1,2,4,3,turn,0,♣8 ♣J,♦J ♥7 ♣10 ♦2,129,0.6511627906976745,0.46424336692272394,568,0,432,0,20,568,1369,20,20,1,3,40,-432,478.51162790697686,0.9534883720930234,452.4651162790698,0.30232558139534893,902.7806004380088,470.78060043800883,bet,290,1.2487289905548096
1,3,4,3,river,0,♣8 ♣J,♦J ♥7 ♣10 ♦2 ♥10,230,0.5478260869565217,0.4977074094349282,278,0,722,0,20,278,2239,20,20,1,3,40,-722,517.4521739130435,0.643478260869565,495.53913043478246,0.09565217391304337,603.5326365590215,-118.46736344097849,bet,-94,1.255500078201294
2,0,4,3,deal,0,♣3 ♠10,,20000,0.2022047619047665,0.30246288176791525,2537,0,0,20,0,2557,0,60,20,3,3,0,-20,-7.86771428571401,-0.39338571428570046,-7.86771428571401,-0.595590476190467,342.127805916752,322.127805916752,check,0,0.0942997932434082
2,1,4,2,flop,1,♣3 ♠10,♠A ♥10 ♠5,157,0.43630573248407645,0.48126066751244817,2537,0,20,0,20,2537,60,0,0,4,2,0,-20,-13.821656050955411,-0.1273885350318471,-13.821656050955411,-0.1273885350318471,868.16991736475,848.16991736475,call,0,1.2534420490264893
3,0,4,3,deal,0,♥7 ♣9,,20000,0.23638333333334763,0.31788326357772917,2587,0,0,10,10,2597,0,50,20,2,3,10,-10,-5.816999999999142,-0.2908499999999571,-8.180833333332618,-0.5272333333333048,412.9424747059043,402.9424747059043,call,0,0.09259390830993652
3,1,4,3,flop,1,♥7 ♣9,♦10 ♦9 ♥K,70,0.25,0.40897665552193163,2577,0,20,0,20,2577,60,0,0,4,3,0,-20,-25.0,-0.25,-25.0,-0.5,439.5322162917141,419.5322162917141,fold,0,1.2391719818115234
4,0,4,4,deal,0,♥8 ♣3,,20000,0.2207125000000124,0.31004443983701974,2577,0,0,0,20,2577,0,50,20,2,4,30,0,-2.3429999999990088,-0.11714999999995035,-8.964374999999379,-0.5585749999999752,381.0054976415636,381.0054976415636,fold,0,0.09386587142944336
5,0,4,4,deal,0,♠10 ♦3,,20000,0.2022047619047665,0.30246288176791525,2577,0,0,0,40,2577,0,60,40,1,4,100,0,-7.647238095237363,-0.19118095238093402,-27.86771428571401,-0.595590476190467,345.1441409920594,345.1441409920594,fold,0,0.09491682052612305
