round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,(=^-Ω-^=),False,0,♣J ♣Q,1340,False,False,True,True,0,0,SB,False,♣J ♣Q ♦7 ♠7 ♦3 ♥9 ♠J,63.0512,Two Pair,660.0
1,FourSwordsMan,False,0,♠2 ♣2,680,False,False,True,True,0,0,BB,False,♠2 ♣2 ♦7 ♠7 ♦3 ♥9 ♠J,32.0256,Two Pair,0.0
1,A_P_T^T,False,0,♥5 ♠Q,980,True,False,True,True,0,0,,False,♥5 ♠Q ♦7 ♠7 ♦3 ♥9 ♠J,14.0832,Pair,0.0
1,ヽ(=^･ω･^=)丿,False,0,♠4 ♥A,1000,True,False,True,True,0,0,,True,♠4 ♥A ♦7 ♠7 ♦3 ♥9 ♠J,14.2368,Pair,0.0
2,(=^-Ω-^=),False,0,♠A ♦A,2480,False,False,True,True,1,0,,False,♠A ♦A ♠3 ♠K ♣3 ♠2 ♠Q,123.3585,Flush,240.0
2,FourSwordsMan,False,0,♥7 ♥4,1580,False,False,True,True,1,0,SB,False,♥7 ♥4 ♠3 ♠K ♣3 ♠2 ♠Q,10.1552,Pair,0.0
2,A_P_T^T,False,0,♦7 ♥8,960,True,False,True,True,0,0,BB,False,♦7 ♥8 ♠3 ♠K ♣3 ♠2 ♠Q,10.1568,Pair,0.0
2,ヽ(=^･ω･^=)丿,False,0,♥5 ♥6,980,True,False,True,True,0,0,,True,♥5 ♥6 ♠3 ♠K ♣3 ♠2 ♠Q,10.1544,Pair,0.0
3,(=^-Ω-^=),False,0,♠2 ♦6,3520,False,False,True,True,2,0,,False,♠2 ♦6 ♣10 ♦8 ♣8 ♦3 ♦A,15.2184,Pair,60.0
3,FourSwordsMan,False,0,♣7 ♣5,2580,True,False,True,True,2,0,,False,♣7 ♣5 ♣10 ♦8 ♣8 ♦3 ♦A,15.2192,Pair,0.0
3,A_P_T^T,False,0,♠Q ♣4,940,True,False,True,True,0,0,SB,False,♠Q ♣4 ♣10 ♦8 ♣8 ♦3 ♦A,15.2688,Pair,0.0
3,ヽ(=^･ω･^=)丿,False,0,♥5 ♦9,960,True,False,True,True,0,0,BB,True,♥5 ♦9 ♣10 ♦8 ♣8 ♦3 ♦A,15.224,Pair,0.0
4,(=^-Ω-^=),False,0,♣K ♠2,3200,False,False,True,True,2,0,BB,False,♣K ♠2 ♣7 ♥6 ♣4 ♣J ♦J,18.1048,Pair,0.0
4,FourSwordsMan,False,0,♦7 ♠Q,2580,True,False,True,True,2,0,,False,♦7 ♠Q ♣7 ♥6 ♣4 ♣J ♦J,63.0512,Two Pair,0.0
4,A_P_T^T,False,0,♠5 ♠6,1280,False,False,True,True,0,0,,False,♠5 ♠6 ♣7 ♥6 ♣4 ♣J ♦J,62.0016,Two Pair,660.0
4,ヽ(=^･ω･^=)丿,False,0,♥J ♥5,940,True,False,True,True,0,0,SB,True,♥J ♥5 ♣7 ♥6 ♣4 ♣J ♦J,109.0024,Three of a Kind,0.0
5,(=^-Ω-^=),False,0,♠10 ♣Q,2920,True,False,True,True,2,0,SB,False,♠10 ♣Q ♥2 ♣2 ♦4 ♠9 ♥10,50.0512,Two Pair,0.0
5,FourSwordsMan,False,0,♠4 ♥5,2120,False,False,True,True,2,0,BB,False,♠4 ♥5 ♥2 ♣2 ♦4 ♠9 ♥10,23.0128,Two Pair,0.0
5,A_P_T^T,False,0,♦A ♠A,2020,False,False,True,True,0,0,,False,♦A ♠A ♥2 ♣2 ♦4 ♠9 ♥10,88.0128,Two Pair,1200.0
