game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,N,Nnf,hole,board,Nsim,prWin,prWinStd,pot_sum,bet_sum,pot,bet,cost_to_call,NMaxBet,action,amount,allIn,folded,rank,message,winMoney,cost,profit
2018-03-20 21:01:26,1,1,Deal,Yeeeee,1000,0,1,9,9,♣K ♣10,,60000,0.2010055555555787,0.3829609477443491,0,30,0,0,20,1,call,20,False,True,17.1284,Pair,0.0,20.0,-20.0
2018-03-20 21:01:26,1,2,Deal,(=´ᴥ`),1000,0,2,9,9,♠8 ♥4,,60000,0.07953518518519263,0.25761280061436354,0,50,0,0,20,2,fold,0,False,True,11.0416,Pair,0.0,0.0,0.0
2018-03-20 21:01:26,1,3,Deal,( ´_ゝ`) Dracarys,1000,0,3,9,8,♦3 ♣3,,60000,0.13063888888889752,0.3280452245235183,0,50,0,0,20,2,fold,0,False,True,10.0388,Pair,0.0,0.0,0.0
2018-03-20 21:01:26,1,4,Deal,poy and his good friends,1000,0,4,9,7,♠J ♠10,,60000,0.19696666666668758,0.3814532177495321,0,50,0,0,20,2,call,20,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,5,Deal,Out Bluffed,1000,0,5,9,7,♥2 ♦Q,,60000,0.08966666666667689,0.26992109861075403,0,70,0,0,20,3,call,20,False,True,9.0896,Pair,0.0,80.0,-80.0
2018-03-20 21:01:26,1,6,Deal,ヽ(=^･ω･^=)丿,1000,0,6,9,7,♦2 ♥A,,60000,0.12154074074075691,0.3089178885880975,0,90,0,0,20,4,call,20,False,True,9.2432,Pair,0.0,60.0,-60.0
2018-03-20 21:01:26,1,7,Deal,Joker,1000,0,D,9,7,♦9 ♣J,,60000,0.13762222222223966,0.32727484272083335,0,110,0,0,20,5,call,20,False,False,18.0196,Pair,0.0,120.0,-120.0
2018-03-20 21:01:26,1,8,Deal,隨便,990,0,SB,9,7,♠4 ♣9,,60000,0.07690740740741435,0.25320558486787376,0,130,0,10,10,6,fold,0,False,True,11.0448,Pair,0.0,10.0,-10.0
2018-03-20 21:01:26,1,9,Deal,ERS yo,980,0,BB,9,6,♦10 ♥9,,60000,0.1405444444444613,0.3310565940939379,0,130,0,20,0,6,call,0,False,True,17.0324,Pair,0.0,20.0,-20.0
2018-03-20 21:01:26,1,10,Flop,ERS yo,980,0,BB,9,6,♦10 ♥9,♦J ♥5 ♣2,181,0.08011049723756906,0.26890814416879466,130,0,20,0,0,9,check,0,False,True,17.0324,Pair,0.0,20.0,-20.0
2018-03-20 21:01:26,1,11,Flop,Yeeeee,980,0,1,9,6,♣K ♣10,♦J ♥5 ♣2,183,0.13114754098360656,0.33349006438033707,130,0,20,0,0,9,fold,0,False,True,17.1284,Pair,0.0,20.0,-20.0
2018-03-20 21:01:26,1,12,Flop,poy and his good friends,980,0,4,9,5,♠J ♠10,♦J ♥5 ♣2,179,0.26256983240223464,0.436845074855047,130,0,20,0,0,9,check,0,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,13,Flop,Out Bluffed,980,0,5,9,5,♥2 ♦Q,♦J ♥5 ♣2,182,0.14285714285714285,0.34597937343804763,130,0,20,0,0,9,bet,20,False,True,9.0896,Pair,0.0,80.0,-80.0
2018-03-20 21:01:26,1,14,Flop,ヽ(=^･ω･^=)丿,980,0,6,9,5,♦2 ♥A,♦J ♥5 ♣2,184,0.14945652173913043,0.3507751172649644,130,20,20,0,20,1,call,20,False,True,9.2432,Pair,0.0,60.0,-60.0
2018-03-20 21:01:26,1,15,Flop,Joker,980,0,D,9,5,♦9 ♣J,♦J ♥5 ♣2,180,0.24444444444444444,0.4265132826148719,130,40,20,0,20,2,call,20,False,False,18.0196,Pair,0.0,120.0,-120.0
2018-03-20 21:01:26,1,16,Flop,ERS yo,980,0,BB,9,5,♦10 ♥9,♦J ♥5 ♣2,180,0.06111111111111111,0.23953401263677887,130,60,20,0,20,3,fold,0,False,True,17.0324,Pair,0.0,20.0,-20.0
2018-03-20 21:01:26,1,17,Flop,poy and his good friends,980,0,4,9,4,♠J ♠10,♦J ♥5 ♣2,179,0.22905027932960895,0.4101296875385646,130,60,20,0,20,3,call,20,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,18,Turn,poy and his good friends,960,0,4,9,4,♠J ♠10,♦J ♥5 ♣2 ♥10,170,0.6441176470588236,0.4710383876392218,210,0,40,0,0,9,check,0,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,19,Turn,Out Bluffed,960,0,5,9,4,♥2 ♦Q,♦J ♥5 ♣2 ♥10,196,0.06377551020408163,0.24172853430699714,210,0,40,0,0,9,bet,20,False,True,9.0896,Pair,0.0,80.0,-80.0
2018-03-20 21:01:26,1,20,Turn,ヽ(=^･ω･^=)丿,960,0,6,9,4,♦2 ♥A,♦J ♥5 ♣2 ♥10,174,0.06609195402298851,0.24553416468429862,210,20,40,0,20,1,call,20,False,True,9.2432,Pair,0.0,60.0,-60.0
2018-03-20 21:01:26,1,21,Turn,Joker,960,0,D,9,4,♦9 ♣J,♦J ♥5 ♣2 ♥10,173,0.1907514450867052,0.3854672287798661,210,40,40,0,20,2,call,20,False,False,18.0196,Pair,0.0,120.0,-120.0
2018-03-20 21:01:26,1,22,Turn,poy and his good friends,960,0,4,9,4,♠J ♠10,♦J ♥5 ♣2 ♥10,169,0.6568047337278107,0.4716499714819175,210,60,40,0,20,3,call,20,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,23,River,poy and his good friends,940,0,4,9,4,♠J ♠10,♦J ♥5 ♣2 ♥10 ♣4,162,0.6759259259259259,0.46637630590603807,290,0,60,0,0,9,check,0,False,False,66.0004,Two Pair,430.0,120.0,310.0
2018-03-20 21:01:26,1,24,River,Out Bluffed,940,0,5,9,4,♥2 ♦Q,♦J ♥5 ♣2 ♥10 ♣4,188,0.0,0.0,290,0,60,0,0,9,bet,20,False,True,9.0896,Pair,0.0,80.0,-80.0
