round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,惡意送頭,1000,0,♠4 ♠A,♠4 ♠A ♦7 ♣Q ♠2 ♠J ♦4,,bet,870.0,,,,,fold,0,False,True,11.2816,Pair,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♦2 ♠K,♦2 ♠K ♦7 ♣Q ♠2 ♠J ♦4,,fold,0.0,,,,,fold,0,False,True,9.1792,Pair,0.0
1,V.S.A.,1000,0,♣K ♥2,♣K ♥2 ♦7 ♣Q ♠2 ♠J ♦4,SB,call,870.0,,,,,check,0,False,False,9.1792,Pair,1760.0
1,AllinWin,1000,0,♦5 ♣2,♦5 ♣2 ♦7 ♣Q ♠2 ♠J ♦4,BB,fold,20.0,,,,,fold,0,False,True,9.0784,Pair,0.0
2,惡意送頭,2130,2,♠6 ♣K,♠6 ♣K ♣5 ♥5 ♦3 ♥10 ♥2,BB,bet,890.0,fold,0.0,fold,0.0,fold,0,False,True,12.116,Pair,0.0
2,ヽ(=^･ω･^=)丿,1000,0,♦10 ♠9,♦10 ♠9 ♣5 ♥5 ♦3 ♥10 ♥2,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,53.0064,Two Pair,0.0
2,V.S.A.,1890,0,♦Q ♦2,♦Q ♦2 ♣5 ♥5 ♦3 ♥10 ♥2,,call,890.0,check,0.0,call,20.0,call,0,False,False,25.0512,Two Pair,2710.0
2,AllinWin,980,0,♠K ♣8,♠K ♣8 ♣5 ♥5 ♦3 ♥10 ♥2,SB,call,890.0,check,0.0,bet,20.0,fold,0,False,True,12.1184,Pair,0.0
3,惡意送頭,1240,2,♦K ♣J,♦K ♣J ♣Q ♠7 ♠4 ♠2 ♠5,SB,bet,880.0,,,,,fold,0,False,True,7.0788,High Card,0.0
3,ヽ(=^･ω･^=)丿,1000,0,♣A ♦6,♣A ♦6 ♣Q ♠7 ♠4 ♠2 ♠5,BB,fold,20.0,,,,,fold,0,False,True,8.054,High Card,0.0
3,V.S.A.,3690,0,♠Q ♠K,♠Q ♠K ♣Q ♠7 ♠4 ♠2 ♠5,,call,880.0,,,,,call,0,False,False,123.1558,Flush,1850.0
3,AllinWin,70,0,♦8 ♥5,♦8 ♥5 ♣Q ♠7 ♠4 ♠2 ♠5,,allin,70.0,,,,,allin,0,True,False,12.056,Pair,0.0
4,惡意送頭,360,2,♠A ♠Q,♠A ♠Q ♥8 ♠5 ♥2 ♣5 ♥5,,bet,359.0,fold,0.0,,,fold,0,False,True,103.256,Three of a Kind,0.0
4,ヽ(=^･ω･^=)丿,980,0,♦A ♠K,♦A ♠K ♥8 ♠5 ♥2 ♣5 ♥5,SB,call,359.0,bet,20.0,,,fold,0,False,True,103.3072,Three of a Kind,0.0
4,V.S.A.,4660,0,♥9 ♦8,♥9 ♦8 ♥8 ♠5 ♥2 ♣5 ♥5,BB,call,359.0,call,20.0,,,call,0,False,False,165.0,Full House,1117.0
4,AllinWin,1000,1,♥3 ♥6,♥3 ♥6 ♥8 ♠5 ♥2 ♣5 ♥5,,fold,0.0,fold,0.0,,,fold,0,False,True,123.0045,Flush,0.0
5,惡意送頭,1,2,♥8 ♦3,♥8 ♦3 ♣2 ♥7 ♣8 ♠5 ♦6,,allin,1.0,,,,,allin,0,True,False,15.0028,Pair,3.0
5,ヽ(=^･ω･^=)丿,601,0,♠3 ♥5,♠3 ♥5 ♣2 ♥7 ♣8 ♠5 ♦6,,fold,0.0,,,,,fold,0,False,True,12.0056,Pair,0.0
5,V.S.A.,5398,0,♦10 ♠J,♦10 ♠J ♣2 ♥7 ♣8 ♠5 ♦6,SB,call,80.0,,,,,check,0,False,False,5.0184,High Card,158.0
5,AllinWin,1000,1,♠K ♣5,♠K ♣5 ♣2 ♥7 ♣8 ♠5 ♦6,BB,bet,80.0,,,,,fold,0,False,True,12.1072,Pair,0.0
6,惡意送頭,3,2,♣3 ♠J,♣3 ♠J ♦8 ♣8 ♣Q ♦5 ♠7,BB,,,,,,,,3,True,False,15.0784,Pair,0.0
6,ヽ(=^･ω･^=)丿,601,0,♣6 ♥Q,♣6 ♥Q ♦8 ♣8 ♣Q ♦5 ♠7,,,,,,,,fold,0,False,True,73.0016,Two Pair,0.0
6,V.S.A.,5476,0,♥7 ♣A,♥7 ♣A ♦8 ♣8 ♣Q ♦5 ♠7,,,,,,,,call,20,False,False,42.2048,Two Pair,43.0
6,AllinWin,920,1,♠4 ♦A,♠4 ♦A ♦8 ♣8 ♣Q ♦5 ♠7,SB,,,,,,,fold,20,False,True,15.2576,Pair,0.0
7,惡意送頭,0,2,,,,,0.0,,,,,,0,False,False,,,0.0
7,ヽ(=^･ω･^=)丿,601,0,♠3 ♣5,♠3 ♣5 ♥7 ♣K ♠K ♠4 ♥3,SB,fold,40.0,,,,,fold,0,False,True,78.0016,Two Pair,0.0
7,V.S.A.,5499,0,♥8 ♣8,♥8 ♣8 ♥7 ♣K ♠K ♠4 ♥3,BB,bet,586.0,,,,,bet,1503,False,False,83.0016,Two Pair,3029.0
7,AllinWin,900,1,♠8 ♦Q,♠8 ♦Q ♥7 ♣K ♠K ♠4 ♥3,,call,586.0,,,,,allin,314,True,False,20.056,Pair,0.0
8,惡意送頭,0,2,,,,,0.0,,,,,,0,False,False,,,0.0
8,ヽ(=^･ω･^=)丿,561,0,♦Q ♣J,♦Q ♣J ♠2 ♦9 ♣9 ♦7 ♦4,,call,80.0,,,,,fold,0,False,True,16.0784,Pair,0.0
8,V.S.A.,6439,0,♠K ♣7,♠K ♣7 ♠2 ♦9 ♣9 ♦7 ♦4,SB,call,80.0,,,,,bet,640,False,False,48.1024,Two Pair,880.0
8,AllinWin,1000,2,♠3 ♥9,♠3 ♥9 ♠2 ♦9 ♣9 ♦7 ♦4,BB,fold,80.0,,,,,fold,0,False,True,107.0018,Three of a Kind,0.0
9,惡意送頭,0,2,,,,,0.0,,0.0,,0.0,,0,False,False,,,0.0
9,ヽ(=^･ω･^=)丿,481,0,♠3 ♥8,♠3 ♥8 ♣10 ♥J ♠7 ♣2 ♥K,BB,call,80.0,fold,0.0,fold,0.0,fold,0,False,True,7.0432,High Card,0.0
