game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,N,Nnf,hole,board,Nsim,prWin,prWinStd,pot_sum,bet_sum,pot,bet,cost_to_call,NMaxBet,action,amount,allIn,folded,rank,message,winMoney,cost,profit
2018-03-24 18:23:10,1,1,Deal,basic_b,1000,0,1,9,9,♦6 ♠4,,60000,0.09634074074074848,0.2842050013259605,0,30,0,0,20,1,raise,40,False,True,9.1048,Pair,0.0,80.0,-80.0
2018-03-24 18:23:10,1,2,Deal,basic_c,1000,0,2,9,9,♥9 ♦A,,60000,0.1438314814815024,0.33055403813137957,0,70,0,0,40,1,call,40,False,True,9.3136,Pair,0.0,160.0,-160.0
2018-03-24 18:23:10,1,3,Deal,tomas2,1000,0,3,9,9,♠J ♦Q,,60000,0.1644462962963187,0.35078982232646294,0,110,0,0,40,2,call,40,False,True,9.1792,Pair,0.0,390.0,-390.0
2018-03-24 18:23:10,1,4,Deal,cat4,1000,0,4,9,9,♦3 ♦4,,60000,0.12128703703704671,0.3158715916590222,0,150,0,0,40,3,call,40,True,False,9.1044,Pair,0.0,1000.0,-1000.0
2018-03-24 18:23:10,1,5,Deal,cat9,1000,0,5,9,9,♥4 ♠7,,60000,0.08753148148148918,0.2704290025959148,0,190,0,0,40,4,fold,0,False,True,32.1024,Two Pair,0.0,0.0,0.0
2018-03-24 18:23:10,1,6,Deal,cat5,1000,0,6,9,8,♦2 ♣2,,60000,0.12860000000000746,0.32680967062926924,0,190,0,0,40,4,fold,0,False,True,280.1024,Four of a kind,0.0,0.0,0.0
2018-03-24 18:23:10,1,7,Deal,random_a,1000,0,D,9,7,♥5 ♠9,,60000,0.08745185185186077,0.2686245289932019,0,190,0,0,40,4,call,40,True,False,25.1024,Two Pair,2800.0,1000.0,1800.0
2018-03-24 18:23:10,1,8,Deal,random_b,990,0,SB,9,7,♦J ♥J,,60000,0.22030740740744242,0.3887556444591779,0,230,0,10,30,5,fold,0,False,True,58.1024,Two Pair,0.0,10.0,-10.0
2018-03-24 18:23:10,1,9,Deal,basic_a,980,0,BB,9,6,♥A ♠6,,60000,0.12839444444446152,0.315954148962581,0,230,0,20,20,5,raise,60,False,True,9.3088,Pair,0.0,160.0,-160.0
2018-03-24 18:23:10,1,10,Deal,basic_b,960,0,1,9,6,♦6 ♠4,,60000,0.09634074074074848,0.2842050013259605,0,290,0,40,40,1,call,40,False,True,9.1048,Pair,0.0,80.0,-80.0
2018-03-24 18:23:10,1,11,Deal,basic_c,960,0,2,9,6,♥9 ♦A,,60000,0.1438314814815024,0.33055403813137957,0,330,0,40,40,2,raise,120,False,True,9.3136,Pair,0.0,160.0,-160.0
2018-03-24 18:23:10,1,12,Deal,tomas2,960,0,3,9,6,♠J ♦Q,,60000,0.1644462962963187,0.35078982232646294,0,450,0,40,120,1,call,120,False,True,9.1792,Pair,0.0,390.0,-390.0
2018-03-24 18:23:10,1,13,Deal,cat4,960,0,4,9,6,♦3 ♦4,,60000,0.12128703703704671,0.3158715916590222,0,570,0,40,120,2,call,120,True,False,9.1044,Pair,0.0,1000.0,-1000.0
2018-03-24 18:23:10,1,14,Deal,random_a,960,0,D,9,6,♥5 ♠9,,60000,0.08745185185186077,0.2686245289932019,0,690,0,40,120,3,call,120,True,False,25.1024,Two Pair,2800.0,1000.0,1800.0
2018-03-24 18:23:10,1,15,Deal,basic_a,920,0,BB,9,6,♥A ♠6,,60000,0.12839444444446152,0.315954148962581,0,810,0,80,80,4,call,80,False,True,9.3088,Pair,0.0,160.0,-160.0
