round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,jyp0,False,0,♦9 ♣2,394,False,False,True,True,0,0,BB,False,♦9 ♣2 ♠10 ♦K ♣J ♦6 ♠8,7.047999999999999,High Card,0.0
1,jyp1,False,0,♠6 ♣6,1000,True,False,True,True,0,0,,False,♠6 ♣6 ♠10 ♦K ♣J ♦6 ♠8,104.12799999999999,Three of a Kind,0.0
1,jyp4,False,0,♦8 ♠3,494,True,False,True,True,0,0,,False,♦8 ♠3 ♠10 ♦K ♣J ♦6 ♠8,15.1408,Pair,0.0
1,jyp2,False,0,♥K ♥10,3440,False,False,True,True,0,0,,False,♥K ♥10 ♠10 ♦K ♣J ♦6 ♠8,85.0256,Two Pair,3046.0
1,jyp3,False,0,♠5 ♣A,394,False,False,True,True,0,0,,False,♠5 ♣A ♠10 ♦K ♣J ♦6 ♠8,8.144,High Card,0.0
1,jyp5,False,0,♠Q ♦10,1000,True,False,True,True,0,0,,False,♠Q ♦10 ♠10 ♦K ♣J ♦6 ♠8,17.1792,Pair,0.0
1,twice,False,0,♣9 ♥4,884,True,False,True,True,0,0,,False,♣9 ♥4 ♠10 ♦K ♣J ♦6 ♠8,7.047999999999999,High Card,0.0
1,jyp,False,0,♠J ♣10,394,False,False,True,True,0,0,SB,True,♠J ♣10 ♠10 ♦K ♣J ♦6 ♠8,66.1024,Two Pair,0.0
2,jyp0,True,0,♠K ♠6,1000,False,False,True,True,1,0,SB,False,♠K ♠6 ♦6 ♥A ♣4 ♠9 ♦4,30.2048,Two Pair,0.0
2,jyp1,False,0,♦10 ♠7,712,True,False,True,True,0,0,BB,False,♦10 ♠7 ♦6 ♥A ♣4 ♠9 ♦4,11.224,Pair,0.0
2,jyp4,False,0,♥3 ♣6,458,True,False,True,True,0,0,,False,♥3 ♣6 ♦6 ♥A ♣4 ♠9 ♦4,30.2048,Two Pair,0.0
2,jyp2,False,0,♣A ♣J,4674,False,False,True,True,0,0,,False,♣A ♣J ♦6 ♥A ♣4 ♠9 ♦4,90.0256,Two Pair,1638.0
2,jyp3,True,0,♠Q ♦K,1000,False,False,True,True,1,0,,False,♠Q ♦K ♦6 ♥A ♣4 ♠9 ♦4,11.3584,Pair,0.0
2,jyp5,False,0,♠4 ♦7,1000,True,False,True,True,0,0,,False,♠4 ♦7 ♦6 ♥A ♣4 ♠9 ♦4,102.2112,Three of a Kind,0.0
2,twice,False,0,♥Q ♥9,1762,True,False,True,True,1,0,,False,♥Q ♥9 ♦6 ♥A ♣4 ♠9 ♦4,45.2048,Two Pair,0.0
2,jyp,False,0,♠3 ♦J,394,True,False,True,True,0,0,,True,♠3 ♦J ♦6 ♥A ♣4 ♠9 ♦4,11.2368,Pair,0.0
3,jyp0,False,0,♠2 ♣6,586,True,False,True,True,1,0,,False,♠2 ♣6 ♠5 ♣K ♠3 ♦8 ♠8,15.1036,Pair,0.0
3,jyp1,False,0,♠4 ♣8,3656,False,False,True,True,0,0,SB,False,♠4 ♣8 ♠5 ♣K ♠3 ♦8 ♠8,106.1028,Three of a Kind,3491.0
3,jyp4,True,0,♥Q ♦A,1000,False,False,True,True,1,0,BB,False,♥Q ♦A ♠5 ♣K ♠3 ♦8 ♠8,15.3584,Pair,0.0
3,jyp2,False,0,♠Q ♣7,4127,False,False,True,True,0,0,,False,♠Q ♣7 ♠5 ♣K ♠3 ♦8 ♠8,15.1552,Pair,0.0
3,jyp3,False,0,♠7 ♥6,453,False,False,True,True,1,0,,False,♠7 ♥6 ♠5 ♣K ♠3 ♦8 ♠8,15.1048,Pair,0.0
3,jyp5,False,0,♥10 ♥4,708,True,False,True,True,0,0,,False,♥10 ♥4 ♠5 ♣K ♠3 ♦8 ♠8,15.1156,Pair,0.0
3,twice,False,0,♠J ♣3,2470,True,False,True,True,2,0,,False,♠J ♣3 ♠5 ♣K ♠3 ♦8 ♠8,38.1024,Two Pair,0.0
