round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♥6 ♣7,,20000,0.2535922619047869,0.32471311157628013,1000,0,0,0,20,1000,0,30,20,1,4,50,0,0.2873809523829536,0.01436904761914759,-12.392232142856393,-0.4928154761904262,292.89993454535244,raise,0,0.09811210632324219
1,1,4,4,flop,0,♥6 ♣7,♦5 ♣K ♥7,111,0.42342342342342343,0.4895217292575552,960,0,40,0,100,960,160,200,100,2,4,200,-40,97.11711711711712,0.6936936936936937,12.432432432432421,-0.15315315315315314,544.0791500390748,raise,0,1.2407681941986084
1,2,4,3,turn,0,♥6 ♣7,♦5 ♣K ♥7 ♦7,69,0.8478260869565217,0.33301812443698714,760,0,240,0,20,760,860,20,20,1,3,40,-240,520.0,1.5434782608695654,486.0869565217391,0.6956521739130435,1734.5803190725567,raise,0,1.2376770973205566
1,3,4,3,river,0,♥6 ♣7,♦5 ♣K ♥7 ♦7 ♠5,188,0.901595744680851,0.21793910525399873,720,0,280,0,20,720,980,20,20,1,3,40,-280,637.6595744680851,1.704787234042553,601.595744680851,0.803191489361702,2105.256802586754,raise,0,1.2516608238220215
2,0,4,4,deal,0,♦9 ♦4,,20000,0.23053035714286943,0.3334204337279051,1760,0,0,20,660,1780,0,2060,680,3,3,660,-20,-52.9574285713951,-0.3084089285713917,-205.107464285689,-0.5389392857142612,328.90863114366977,fold,0,0.09423112869262695
3,0,4,3,deal,0,♠2 ♥10,,20000,0.24116071428573224,0.3217987347733267,1750,0,0,10,10,1760,0,50,20,2,3,10,-10,-5.530357142856065,-0.2765178571428033,-7.941964285713388,-0.5176785714285355,345.4480118526976,call,0,0.10628890991210938
3,1,4,3,deal,0,♠2 ♥10,,20000,0.24116071428573224,0.3217987347733267,1740,0,0,20,20,1760,0,100,40,2,3,20,-20,-11.06071428571213,-0.2765178571428033,-15.883928571426775,-0.5176785714285355,344.52681715442367,call,0,0.07701873779296875
3,2,4,3,flop,1,♠2 ♥10,♦A ♠9 ♦9,42,0.023809523809523808,0.15245533898649638,1720,0,40,0,20,1720,120,0,0,4,3,0,-40,-57.142857142857146,-0.9285714285714286,-57.142857142857146,-0.9523809523809523,29.923532441621433,fold,0,1.2341570854187012
4,0,4,3,deal,0,♦4 ♥2,,20000,0.19483630952381722,0.3039599536874897,1720,0,0,0,20,1720,0,30,20,1,3,30,0,-8.309821428570967,-0.41549107142854835,-14.154910714285483,-0.6103273809523655,269.1028223123255,fold,0,0.11285805702209473
5,0,4,4,deal,0,♦5 ♥8,,20000,0.24905059523811524,0.3255937779036994,1720,0,0,0,40,1720,0,60,40,1,4,100,0,-0.15190476190156232,-0.003797619047539058,-25.056964285713086,-0.5018988095237695,355.66303748928846,fold,0,0.10684990882873535
