round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♦5 ♥8,,20000,0.24905059523811526,0.3255937779036994,1000,0,0,0,20,1000,0,30,20,1,4,50,0,-0.07595238095078116,-0.0037976190475390577,-12.528482142856545,-0.5018988095237695,286.8250302332971,fold,0,0.10187697410583496
2,0,4,3,deal,0,♣J ♥5,,20000,0.2285755952381083,0.3121689834267688,980,0,0,20,0,1000,0,60,20,3,3,0,-20,-6.285464285713504,-0.31427321428567523,-6.285464285713504,-0.5428488095237834,258.1537292551872,check,0,0.0997140407562256
2,1,4,3,flop,0,♣J ♥5,♥A ♠9 ♦A,55,0.21818181818181814,0.3874583422022925,980,0,20,0,20,980,60,20,20,1,3,40,-20,-13.81818181818182,-0.34545454545454546,-22.54545454545455,-0.5636363636363637,244.8404864817197,call,0,1.244163990020752
2,2,4,3,turn,0,♣J ♥5,♥A ♠9 ♦A ♦10,59,0.12429378531073446,0.32415792740748145,960,0,40,0,20,960,120,20,20,1,3,40,-40,-37.6271186440678,-0.6271186440677966,-42.59887005649718,-0.7514124293785311,131.1415128133224,call,0,1.2445988655090332
2,3,4,3,river,0,♣J ♥5,♥A ♠9 ♦A ♦10 ♣A,121,0.0371900826446281,0.17207159350129764,940,0,60,0,2100,940,180,940,2100,1,0,1880,-60,-888.4297520661157,-1.0,-958.3471074380167,-0.9256198347107438,37.19419869430137,fold,0,1.2416858673095703
3,0,4,3,deal,0,♠10 ♣9,,20000,0.2755714285714525,0.3365892779853999,930,0,0,10,10,940,0,50,20,2,3,10,-10,-3.465714285712849,-0.17328571428564254,-6.221428571427374,-0.448857142857095,315.29863239409315,call,0,0.0919480323791504
3,1,4,3,deal,0,♠10 ♣9,,20000,0.2755714285714525,0.3365892779853999,920,0,0,20,1140,940,0,1900,1160,1,0,920,-20,-162.88857142850398,-1.0,-416.4142857142402,-0.448857142857095,314.22252784667313,fold,0,0.0712592601776123
4,0,4,4,deal,0,♥3 ♥J,,20000,0.2552148809524001,0.3412820246575106,920,0,0,0,20,920,0,30,20,1,3,30,0,-4.687107142855991,-0.23435535714279965,-12.343553571427993,-0.4895702380951997,287.2105241180422,fold,0,0.10624003410339357
5,0,4,3,deal,0,♣6 ♠4,,20000,0.22761250000001526,0.3172775159915953,880,0,0,40,0,920,0,80,40,2,2,0,-40,-21.790999999998785,-0.5447749999999696,-21.790999999998785,-0.5447749999999696,248.29136862150693,check,0,0.09254312515258788
5,1,4,3,flop,0,♣6 ♠4,♦Q ♦9 ♣2,75,0.06666666666666668,0.24944382578492946,880,0,40,0,40,880,80,40,40,1,2,40,-40,-69.33333333333334,-0.8666666666666667,-72.0,-0.8666666666666667,66.3275125205674,fold,0,1.2395248413085938
6,0,4,3,deal,0,♦8 ♥6,,20000,0.2602761904762153,0.32887387820458264,860,0,0,20,20,880,0,60,40,1,2,20,-20,-19.177904761902774,-0.4794476190475694,-24.38342857142708,-0.4794476190475694,287.81884519223996,call,0,0.10626983642578124
6,1,4,3,flop,1,♦8 ♥6,♣8 ♠J ♣7,32,0.375,0.4841229182759271,840,0,40,0,40,840,80,0,0,4,2,0,-40,-50.0,-0.25,-50.0,-0.25,445.5706268685804,fold,0,1.233821153640747
7,0,4,4,deal,0,♦J ♥J,,20000,0.5005279761905027,0.3101229809784418,840,0,0,0,40,840,0,60,40,1,3,60,0,20.06335714286033,0.5015839285715082,-9.968321428569835,0.0010559523810054203,658.1157132840801,raise,0,0.09865188598632812
7,1,4,4,flop,0,♦J ♥J,♠7 ♦Q ♣9,127,0.4566929133858268,0.4981209654782586,760,0,80,0,40,760,240,80,40,2,3,40,-80,44.40944881889766,0.3700787401574803,26.141732283464567,-0.08661417322834641,562.0737276164107,raise,0,1.239727020263672
7,2,4,4,turn,0,♦J ♥J,♠7 ♦Q ♣9 ♥10,129,0.4573643410852713,0.49817888412588,680,0,160,0,40,680,480,80,40,2,3,40,-160,74.41860465116275,0.372093023255814,56.1240310077519,-0.0852713178294574,546.8879877751439,raise,0,1.239570140838623
7,3,4,4,river,0,♦J ♥J,♠7 ♦Q ♣9 ♥10 ♠3,162,0.41358024691358025,0.4924750006614368,600,0,240,0,40,600,720,80,40,2,3,40,-240,67.40740740740739,0.2407407407407407,50.8641975308642,-0.1728395061728395,463.215810602637,raise,0,1.2488389015197754
8,0,4,4,deal,0,♠K ♣9,,20000,0.316756547619088,0.34306513518560866,440,0,0,80,0,520,0,240,80,3,3,0,-80,-3.9784285714188736,-0.049730357142735986,-3.9784285714188736,-0.366486904761824,310.243294817706,check,0,0.08938097953796388
8,1,4,4,flop,0,♠K ♣9,♠6 ♥2 ♥10,66,0.1590909090909091,0.3605455767966908,440,0,80,0,80,440,240,80,80,1,3,160,-80,-83.63636363636364,-0.5227272727272727,-109.0909090909091,-0.6818181818181819,141.12843248408188,fold,0,1.2420523166656494
9,0,4,3,deal,0,♦7 ♥9,,20000,0.23638333333334766,0.3178832635777292,400,0,0,40,40,440,0,120,80,1,2,40,-40,-42.178666666664384,-0.5272333333333048,-51.63399999999828,-0.5272333333333048,216.05884876698727,fold,0,0.0861971378326416
10,0,4,4,deal,0,♣2 ♦7,,20000,0.20465000000000705,0.30454158523451,400,0,0,0,80,400,0,120,80,1,3,120,0,-30.88399999999832,-0.3860499999999789,-55.44199999999916,-0.590699999999986,183.4393640519557,fold,0,0.10069084167480467
11,0,4,4,deal,0,♣9 ♥8,,20000,0.2541160714285898,0.3262987676225765,240,0,0,160,0,400,0,480,160,3,3,0,-160,-38.02428571427691,-0.23765178571423065,-38.02428571427691,-0.4917678571428205,219.22353971582402,check,0,0.10612106323242188
11,1,4,4,flop,0,♣9 ♥8,♦Q ♣3 ♠8,41,0.4634146341463415,0.48627809847260706,240,0,160,0,160,240,480,160,160,1,3,320,-160,124.8780487804878,0.3902439024390245,-23.414634146341427,-0.07317073170731703,465.4842978477162,raise,0,1.2439749240875244
12,0,4,3,deal,0,♣Q ♦8,,20000,0.2813964285714582,0.33351718823411103,920,1,0,80,80,1000,0,240,160,1,2,80,-80,-69.95314285713337,-0.4372071428570836,-92.46485714285005,-0.4372071428570836,211.78636005686988,call,0,0.0831906795501709
13,0,4,4,deal,0,♦7 ♣3,,20000,0.21858154761906048,0.31172450707842125,1160,1,0,0,160,1160,0,240,160,1,3,240,0,-55.08085714285098,-0.3442553571428185,-107.54042857142548,-0.5628369047618791,177.8370137064772,fold,0,0.1901071071624756
14,0,4,4,deal,0,♦7 ♠K,,20000,0.28477083333336545,0.3288062937128272,840,1,0,320,0,1160,0,960,320,3,3,0,-320,-46.6199999999692,-0.1456874999999036,-46.6199999999692,-0.4304583333332691,205.85290318313352,check,0,0.09662699699401857
14,1,4,4,flop,0,♦7 ♠K,♥4 ♣6 ♣10,74,0.20945945945945946,0.4027503146169251,840,1,320,0,320,840,960,320,320,1,3,640,-320,-237.83783783783787,-0.3716216216216216,-371.8918918918919,-0.5810810810810811,144.36221404559572,call,0,1.24462890625
14,2,4,4,turn,0,♦7 ♠K,♥4 ♣6 ♣10 ♥9,79,0.13291139240506328,0.3251957614851931,520,1,640,0,320,520,1920,320,320,1,3,640,-640,-577.2151898734178,-0.6012658227848102,-662.2784810126583,-0.7341772151898734,72.36075294708169,call,0,1.238368034362793
14,3,4,4,river,0,♦7 ♠K,♥4 ♣6 ♣10 ♥9 ♣2,190,0.010526315789473684,0.1020564180508701,200,1,960,0,320,200,2880,200,320,1,2,400,-960,-1123.3684210526317,-0.9789473684210528,-1127.578947368421,-0.9789473684210528,4.238873850225423,fold,0,1.2460110187530518
15,0,4,3,deal,0,♠4 ♠8,,20000,0.2846791666666939,0.3550524067154281,40,1,0,160,160,200,0,360,320,1,1,40,-160,-86.12833333332243,-0.7153208333333061,-97.5154999999902,-0.4306416666666122,116.30715028122904,call,0,0.10416603088378906
16,0,4,4,deal,0,♦J ♠A,,20000,0.368820238095296,0.3542303872730265,1000,2,0,0,320,1000,0,480,320,1,3,480,0,34.06742857148413,0.106460714285888,-142.96628571425794,-0.2623595238094081,153.60670808783576,raise,0,0.09533905982971193
16,1,4,4,flop,0,♦J ♠A,♠3 ♦10 ♣10,128,0.365234375,0.4779333191652988,360,2,640,0,320,360,1920,640,320,2,3,320,-640,91.875,0.095703125,-25.0,-0.26953125,54.61763082767297,raise,0,1.240450143814087
17,0,4,3,deal,0,♠J ♥J,,20000,0.5005279761905027,0.3101229809784418,540,0,0,160,160,700,0,800,320,2,3,160,-160,160.5068571428826,0.5015839285715082,80.42238095240221,0.0010559523810054203,588.5964477963253,raise,0,0.10094499588012697
17,1,4,3,flop,1,♠J ♥J,♥4 ♦7 ♣2,28,0.5,0.5,60,0,640,0,320,60,1920,0,0,4,3,0,-640,260.0,0.5,260.0,0.0,476.63911910910383,raise,0,1.23888897895813
18,0,4,4,deal,0,♦10 ♣K,,20000,0.3366160714286169,0.3505355803203595,840,1,0,160,160,1000,0,800,320,2,3,160,-160,3.1514285714721946,0.009848214285850698,-50.707142857106476,-0.32676785714276624,252.0714361936731,raise,0,0.09278011322021484
18,1,4,3,flop,1,♦10 ♣K,♣J ♠3 ♦A,37,0.16216216216216214,0.368599505323942,360,1,640,0,320,360,1600,0,0,4,2,0,-640,-700.5405405405405,-0.6756756756756757,-700.5405405405405,-0.6756756756756757,80.3228530201331,fold,0,1.2311551570892334
19,0,4,4,deal,0,♦8 ♥Q,,20000,0.2813964285714582,0.33351718823411103,360,1,0,0,320,360,0,480,320,1,3,480,0,-49.85942857140014,-0.15581071428562546,-184.9297142857001,-0.4372071428570836,150.01533837361617,fold,0,0.21024012565612796
20,0,4,3,deal,0,♠7 ♦Q,,20000,0.2639809523809771,0.3230863141347797,40,1,0,320,0,360,0,640,320,2,2,0,-320,-151.05219047617467,-0.4720380952380458,-151.05219047617467,-0.4720380952380458,106.40445233100503,check,0,0.1079411506652832
20,1,4,3,flop,0,♠7 ♦Q,♠5 ♥Q ♣K,61,0.5327868852459017,0.4947996155011989,40,1,320,0,320,40,640,40,320,1,1,40,-320,23.60655737704923,-0.4672131147540983,2.29508196721315,0.06557377049180335,264.17867009049047,call,0,1.2355499267578125
21,0,4,4,deal,0,♠8 ♣8,,20000,0.3806571428572217,0.3204550324013857,400,1,0,320,320,720,0,1600,640,2,3,320,-320,90.86171428586569,0.14197142857166511,-30.948571428445355,-0.23868571428555665,223.89676979769925,raise,0,0.1109609603881836
22,0,4,4,deal,0,♦9 ♣3,,20000,0.18653273809524432,0.2909522565203122,1000,2,0,0,640,1000,0,960,640,1,3,960,0,-281.8571428571309,-0.440401785714267,-460.92857142856536,-0.6269345238095114,68.91456838956493,fold,0,0.09846091270446776
23,0,4,4,deal,0,♠K ♠8,,20000,0.33011190476194696,0.3574930949222788,360,2,0,640,0,1000,0,1920,640,3,3,0,-640,-6.1851428570618046,-0.009664285714159115,-6.1851428570618046,-0.3397761904761061,48.14584340594345,check,0,0.09017610549926758
23,1,4,4,flop,0,♠K ♠8,♠5 ♥3 ♣7,66,0.2727272727272727,0.4453617714151232,360,2,640,0,640,360,1920,360,640,1,2,720,-640,-181.81818181818187,-0.4545454545454546,-378.18181818181824,-0.4545454545454546,38.26888811618175,call,0,1.2378149032592771
24,0,4,4,deal,0,♠3 ♣A,,20000,0.28476904761908306,0.3317792921836189,960,0,0,640,640,1600,0,3200,1280,2,3,640,-640,-186.486857142721,-0.14569285714275082,-368.7390476189343,-0.4304619047618339,331.1522034188766,call,0,0.08835577964782715
24,1,4,3,flop,1,♠3 ♣A,♦4 ♥8 ♥Q,32,0.1875,0.36975498644372606,320,0,1280,0,1280,320,3840,0,0,4,2,0,-1280,-880.0,-0.625,-880.0,-0.625,160.80319678034314,call,0,1.2351877689361572
25,0,4,4,deal,0,♠Q ♠6,,20000,0.290380952380982,0.34990432980936603,880,2,0,0,1120,880,0,1520,1120,1,1,1360,0,-43.702857142771904,-0.7096190476190181,-438.62095238090734,-0.419238095238036,100.76460022336408,fold,0,0.091400146484375
