round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble,gamble_tol,action,amount,cputime
1,0,6,5,deal,False,♥4 ♥10,,20000,0.17688690476190203,0.32875447736890956,1000,0,3000,0,0,0,20,20,20,2,0,4.764166666666284,4,-0.11556547619048985,-4.080178571428817,-0.6462261904761959,253.62146667163697,253.62146667163697,True,300,call,0,0.2662477493286133
1,1,6,4,flop,False,♥4 ♥10,♣7 ♥7 ♣10,361,0.4155124653739612,0.4885762293021164,980,0,2980,20,0,20,272,292,272,1,-20,548.349030470914,3,0.6620498614958448,152.78116343490305,-0.16897506925207761,695.0097448917365,675.0097448917365,True,298,bet,607,1.249696969985962
1,2,6,4,flop,False,♥4 ♥10,♣7 ♥7 ♣10,925,0.45297297297297295,0.49287279683923957,373,0,2373,20,607,627,373,1000,980,1,-627,2160.503783783784,0,-0.547027027027027,934.758918918919,-0.09405405405405409,621.7051553288812,-5.294844671118767,True,237,fold,0,1.2497730255126953
2,0,6,5,deal,False,♥K ♦8,,20000,0.1917968253968186,0.31916776679408804,373,0,2373,0,0,0,20,20,20,1,0,6.851555555554608,4,-0.04101587301590692,-6.574222222222696,-0.6164063492063627,219.45373008369984,219.45373008369984,True,237,call,0,0.21154093742370605
2,1,6,4,flop,False,♥K ♦8,♠10 ♦3 ♣J,461,0.08459869848156182,0.27237467320098413,353,0,2353,20,0,20,20,40,20,1,-20,-14.342733188720171,3,-0.6616052060737527,-21.110629067245117,-0.8308026030368764,90.32808032902355,70.32808032902355,True,235,fold,0,1.2600758075714111
3,0,6,6,deal,False,♣K ♣5,,20000,0.21832063492062995,0.3500790514576756,353,0,2353,0,0,0,20,20,20,1,0,10.564888888888191,5,0.30992380952377974,-4.717555555555903,-0.5633587301587402,251.70359238529971,251.70359238529971,True,235,bet,226,0.2223668098449707
3,1,6,2,flop,True,♣K ♣5,♣8 ♠5 ♠3,118,0.2796610169491525,0.44883263311408006,127,0,2127,226,0,226,20,246,0,6,-226,103.50847457627117,1,-0.44067796610169496,103.50847457627117,-0.44067796610169496,303.01897454582803,77.01897454582803,True,212,call,0,1.2313880920410156
3,2,6,2,turn,True,♣K ♣5,♣8 ♠5 ♠3 ♣9,122,0.3442622950819672,0.4751271064324406,107,0,2107,246,0,246,20,266,0,6,-246,150.3934426229508,1,-0.3114754098360656,150.3934426229508,-0.3114754098360656,386.14956063966935,140.14956063966935,True,210,call,0,1.234492301940918
3,3,6,2,river,True,♣K ♣5,♣8 ♠5 ♠3 ♣9 ♠A,115,0.0,0.0,87,0,2087,266,0,266,20,286,0,6,-266,-59.2,1,-1.0,-59.2,-1.0,-0.0,-266.0,True,208,call,0,1.2280809879302979
4,0,6,4,deal,False,♣6 ♦6,,20000,0.19945396825396708,0.33033936119409735,1047,1,2047,0,20,20,60,80,80,1,-20,31.69422222222157,3,-0.20218412698413168,-18.169269841270207,-0.6010920634920658,197.7682252816062,177.7682252816062,True,204,call,0,0.20980119705200195
4,1,6,4,deal,False,♣6 ♦6,,20000,0.19945396825396708,0.33033936119409735,987,1,1987,0,80,80,80,160,160,2,-80,63.38844444444314,3,-0.20218412698413168,-14.398603174604034,-0.6010920634920658,191.9714038273334,111.9714038273334,True,198,call,0,0.17688894271850586
4,2,6,4,flop,True,♣6 ♦6,♣8 ♠6 ♣5,119,0.5,0.49648625302195015,907,1,1907,160,0,160,20,180,0,6,-160,286.0,3,1.0,286.0,0.0,574.0642017312122,414.06420173121217,True,190,bet,372,1.2318880558013916
4,3,6,3,turn,True,♣6 ♦6,♣8 ♠6 ♣5 ♥6,76,1.0,0.0,535,1,1535,532,0,532,20,552,0,6,-532,1786.0,2,2.0,1786.0,1.0,1535,1003,True,153,bet,902,1.2257299423217773
5,0,6,4,deal,False,♥5 ♠4,,20000,0.15050277777777715,0.3013336219395417,3264,1,4264,0,10,10,10,20,20,3,-10,1.0703888888888038,3,-0.3979888888888914,-4.949722222222281,-0.6989944444444457,302.0533893229315,292.0533893229315,True,426,call,0,0.1985180377960205
5,1,6,4,flop,True,♥5 ♠4,♠J ♦A ♦Q,119,0.11764705882352941,0.3221897397089212,3254,1,4254,20,0,20,20,40,0,6,-20,1.1764705882352935,3,-0.5294117647058824,1.1764705882352935,-0.7647058823529411,231.23749552030935,211.23749552030935,True,425,call,0,1.2277634143829346
5,2,6,3,turn,True,♥5 ♠4,♠J ♦A ♦Q ♦4,141,0.06382978723404255,0.24444947432076714,3234,1,4234,40,0,40,20,60,0,6,-40,-8.510638297872342,2,-0.8085106382978724,-8.510638297872342,-0.8723404255319149,121.28369825731012,81.28369825731012,True,423,call,0,1.2284750938415527
5,3,6,3,turn,False,♥5 ♠4,♠J ♦A ♦Q ♦4,726,0.06542699724517906,0.23901643892710184,3214,1,4214,40,20,60,54,114,74,1,-60,-49.6404958677686,2,-0.8037190082644629,-67.69834710743802,-0.8691460055096418,123.83584332007973,63.83584332007973,True,421,fold,0,1.2521400451660156
6,0,6,5,deal,False,♣2 ♦7,,20000,0.13233253968253986,0.281949910865802,3214,1,4214,0,0,0,20,20,20,3,0,-1.473444444444418,4,-0.3383373015873007,-5.443420634920614,-0.7353349206349202,259.7791489773724,259.7791489773724,True,421,fold,0,0.20823884010314941
7,0,6,5,deal,False,♥4 ♥8,,20000,0.20481269841269265,0.344826885765915,3214,1,4214,0,0,0,40,40,40,2,0,17.347555555553942,4,0.024063492063463254,-3.1337142857153246,-0.5903746031746147,419.4217960232947,419.4217960232947,False,421,call,0,0.20780324935913086
7,1,6,4,flop,False,♥4 ♥8,♦9 ♣9 ♠7,620,0.13379032258064516,0.3250217347784461,3174,1,4174,40,0,40,66,106,66,1,-40,-5.149516129032264,3,-0.46483870967741936,-40.47016129032258,-0.7324193548387097,260.36146684678437,220.36146684678437,False,417,fold,0,1.2768208980560303
8,0,6,5,deal,False,♥6 ♠7,,20000,0.16705714285714174,0.3084904833767462,3174,1,4174,0,0,0,40,40,40,1,0,6.775999999999684,4,-0.16471428571429136,-16.612000000000158,-0.6658857142857165,331.3521206601491,331.3521206601491,True,417,call,0,0.20562267303466797
8,1,6,3,flop,False,♥6 ♠7,♠6 ♦4 ♦Q,373,0.20911528150134048,0.39722791018025394,3134,1,4134,40,0,40,40,80,40,1,-40,33.02949061662199,2,-0.3726541554959786,-0.4289544235924936,-0.581769436997319,421.2000966433888,381.2000966433888,False,413,call,0,1.258448839187622
8,2,6,3,turn,False,♥6 ♠7,♠6 ♦4 ♦Q ♥8,228,0.12719298245614036,0.3139873040192183,3094,1,4094,80,0,80,40,120,40,1,-80,-3.6842105263157805,2,-0.618421052631579,-24.03508771929824,-0.7456140350877193,241.88076879851891,161.88076879851891,False,409,fold,0,1.236091136932373
