round_id,playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,hand,rank,message,winMoney
1,jyp,False,0,♦4 ♦5,1816,False,False,True,True,0,0,SB,True,♦4 ♦5 ♦2 ♦7 ♠5 ♥9 ♦6,123.00299999999999,Flush,1224.0
1,Samuel,False,0,♥A ♣7,592,False,True,True,True,0,0,BB,False,♥A ♣7 ♦2 ♦7 ♠5 ♥9 ♦6,14.212,Pair,0.0
1,jyp0,False,0,♠3 ♥4,592,False,False,True,True,0,0,,False,♠3 ♥4 ♦2 ♦7 ♠5 ♥9 ♦6,115.0,Straight,0.0
2,jyp,False,0,♣J ♣4,1566,True,False,True,True,0,0,,True,♣J ♣4 ♦7 ♦6 ♥6 ♥3 ♣2,13.0274,Pair,0.0
2,Samuel,False,0,♠2 ♠7,289,False,True,True,True,0,0,SB,False,♠2 ♠7 ♦7 ♦6 ♥6 ♥3 ♣2,36.0001,Two Pair,0.0
2,jyp0,False,0,♠4 ♦5,1145,False,False,True,True,0,0,BB,False,♠4 ♦5 ♦7 ♦6 ♥6 ♥3 ♣2,115.0,Straight,856.0
3,jyp,False,0,♥3 ♠3,1277,False,False,True,True,0,0,BB,True,♥3 ♠3 ♣J ♠K ♥4 ♦K ♣4,79.0256,Two Pair,24.0
3,Samuel,True,0,♦4 ♥A,867,False,True,True,True,0,0,,False,♦4 ♥A ♣J ♠K ♥4 ♦K ♣4,158.0,Full House,867.0
3,jyp0,False,0,♠10 ♦5,856,False,False,True,True,0,0,SB,False,♠10 ♦5 ♣J ♠K ♥4 ♦K ♣4,79.0256,Two Pair,24.0
4,jyp,False,0,♣7 ♣A,790,False,False,True,True,0,0,SB,True,♣7 ♣A ♦5 ♥8 ♠10 ♠6 ♥K,8.12,High Card,0.0
4,Samuel,False,0,♥2 ♦K,679,True,True,True,True,0,0,BB,False,♥2 ♦K ♦5 ♥8 ♠10 ♠6 ♥K,20.0168,Pair,0.0
4,jyp0,False,0,♠5 ♠K,1531,False,False,True,True,0,0,,False,♠5 ♠K ♦5 ♥8 ♠10 ♠6 ♥K,80.0128,Two Pair,1162.0
5,jyp,False,0,♠9 ♥4,790,True,False,True,True,0,0,,True,♠9 ♥4 ♠4 ♥Q ♣2 ♦8 ♠2,23.0512,Two Pair,0.0
5,Samuel,False,0,♠10 ♣7,593,True,True,True,True,0,0,SB,False,♠10 ♣7 ♠4 ♥Q ♣2 ♦8 ♠2,9.0672,Pair,0.0
