round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble_tol,action,amount,cputime
1,0,12,8,deal,False,♠4 ♥7,,1355,0.002214022140221402,0.04700127919731559,1000,0,3000,0,0,0,20,20,20,1,0,-19.468634686346864,6,-0.9845018450184502,-19.867158671586715,-0.9955719557195571,6.0,6.0,300,fold,0,1.2962779998779297
1,1,12,4,deal,False,♠4 ♥7,,2720,0.0011029411764705882,0.03319223850890196,2200,0,4200,0,10,10,30,40,40,1,-10,-39.470588235294116,3,-0.9955882352941177,-39.8235294117647,-0.9977941176470588,6.0,-4.0,420,call,0,1.2922492027282715
1,2,5,5,deal,False,♦J ♠7,,20000,0.2015535714285841,0.31365434068181886,990,0,2990,0,10,10,10,20,20,4,-10,4.186428571430092,4,0.007767857142920498,4.186428571430092,-0.5968928571428318,292.2851098893939,282.2851098893939,299,bet,56,0.14522600173950195
1,3,5,4,flop,True,♦J ♠7,♠8 ♦8 ♣J,112,0.4330357142857143,0.48869147308639116,934,0,2934,66,0,66,20,86,0,5,-66,100.74330357142857,3,0.7321428571428572,100.74330357142857,-0.1339285714285714,723.0675685076563,657.0675685076563,293,bet,328,1.1844258308410645
1,4,5,3,flop,False,♦J ♠7,♠8 ♦8 ♣J,688,0.3859011627906977,0.4697123706710721,606,0,2606,66,328,394,606,1000,934,2,-394,1304.717659883721,0,-0.6140988372093024,583.8542877906976,-0.2281976744186046,551.8510552191792,157.85105521917922,260,fold,0,1.2164249420166016
2,0,5,5,deal,False,♣8 ♣9,,20000,0.23943373015874259,0.3459865295871659,606,0,2606,0,0,0,20,20,20,3,0,8.732047619049109,4,0.19716865079371293,6.337710317461685,-0.5211325396825148,309.7568188050089,309.7568188050089,260,call,0,0.14826703071594238
2,1,5,5,deal,False,♣8 ♣9,,20000,0.23943373015874259,0.3459865295871659,586,0,2586,0,20,20,20,40,40,3,-20,17.464095238098217,4,0.19716865079371293,12.67542063492337,-0.5211325396825148,307.3795600267663,287.3795600267663,258,bet,57,0.1282176971435547
2,2,5,3,flop,False,♣8 ♣9,♠6 ♦7 ♠10,514,0.7438391699092088,0.4067761053713499,529,0,2529,77,0,77,20,97,20,2,-77,335.9143968871595,2,1.2315175097276265,306.1608300907912,0.4876783398184177,1495.8713262857611,1418.8713262857611,252,bet,709,1.225888967514038
3,0,5,4,deal,False,♠10 ♠2,,20000,0.18840595238096078,0.3249738093299328,1972,0,3972,0,0,0,20,20,20,1,0,2.608714285715294,3,-0.2463761904761569,-6.811583333332745,-0.6231880952380784,360.106075181448,360.106075181448,397,call,0,0.1749570369720459
3,1,5,4,flop,False,♠10 ♠2,♠K ♥J ♦J,384,0.13854166666666667,0.33347490483209946,1952,0,3952,20,0,20,20,40,20,1,-20,-5.213541666666668,3,-0.4458333333333333,-13.526041666666668,-0.7229166666666667,255.95413922071,235.95413922071,395,call,0,1.2101356983184814
3,2,5,3,turn,False,♠10 ♠2,♠K ♥J ♦J ♥6,396,0.03409090909090909,0.17616690839747703,1932,0,3932,40,0,40,20,60,20,2,-40,-35.284090909090914,2,-0.8977272727272727,-36.64772727272727,-0.9318181818181819,59.23065098586395,19.230650985863953,393,fold,0,1.2242097854614258
4,0,5,5,deal,False,♣6 ♠J,,20000,0.18387579365080486,0.30351000849808557,1932,0,3932,0,0,0,20,20,20,1,0,2.0650952380965855,4,-0.08062103174597568,-7.128694444443658,-0.6322484126983903,346.9743885216638,346.9743885216638,393,call,0,0.15973567962646484
4,1,5,5,deal,False,♣6 ♠J,,20000,0.18387579365080486,0.30351000849808557,1912,0,3912,0,20,20,20,40,40,4,-20,4.130190476193171,4,-0.08062103174597568,4.130190476193171,-0.6322484126983903,345.20951370720974,325.20951370720974,391,call,0,0.1361401081085205
4,2,5,4,flop,False,♣6 ♠J,♣8 ♥Q ♠2,427,0.08782201405152225,0.2735689804352188,1892,0,3892,40,0,40,20,60,20,1,-40,-28.38407494145199,3,-0.6487119437939111,-33.65339578454332,-0.8243559718969555,155.3702474599868,115.37024745998681,389,call,0,1.2139041423797607
4,3,5,3,turn,False,♣6 ♠J,♣8 ♥Q ♠2 ♥3,286,0.03146853146853147,0.17458024801146754,1872,0,3872,60,0,60,20,80,20,1,-60,-56.46853146853147,2,-0.9055944055944056,-58.35664335664336,-0.9370629370629371,53.767614458109705,-6.232385541890295,387,call,0,1.2133510112762451
4,4,5,3,turn,False,♣6 ♠J,♣8 ♥Q ♠2 ♥3,896,0.0234375,0.15128841196122722,1852,0,3852,60,20,80,280,360,300,2,-80,-300.546875,2,-0.9296875,-314.609375,-0.953125,39.67543297655565,-40.32456702344435,385,call,0,1.2189300060272217
4,5,5,3,river,False,♣6 ♠J,♣8 ♥Q ♠2 ♥3 ♦7,543,0.0,0.0,1572,0,3572,360,0,360,20,380,20,1,-360,-220.0,2,-1.0,-220.0,-1.0,-0.0,-360.0,357,call,0,1.235421895980835
4,6,5,2,river,False,♣6 ♠J,♣8 ♥Q ♠2 ♥3 ♦7,1247,0.0,0.0,1552,0,3552,360,20,380,280,660,300,1,-380,-478.5,1,-1.0,-478.5,-1.0,-0.0,-380.0,355,call,0,1.2304561138153076
5,0,5,4,deal,False,♥5 ♥2,,20000,0.2128956349206433,0.34416850365657436,1252,0,3252,0,20,20,0,20,20,4,-20,5.547476190477198,3,-0.14841746031742675,1.2895634920643317,-0.5742087301587133,338.10289246913953,318.10289246913953,325,check,0,0.15346002578735352
5,1,5,4,flop,True,♥5 ♥2,♣Q ♣K ♣7,310,0.02903225806451613,0.1429945823180742,1252,0,3252,20,0,20,20,40,0,5,-20,-11.661290322580644,3,-0.8838709677419355,-11.661290322580644,-0.9419354838709677,41.60998467787619,21.60998467787619,325,call,0,1.2093889713287354
5,2,5,3,turn,True,♥5 ♥2,♣Q ♣K ♣7 ♠A,337,0.0,0.0,1232,0,3232,40,0,40,20,60,0,5,-40,-25.0,2,-1.0,-25.0,-1.0,-0.0,-40.0,323,call,0,1.2072818279266357
5,3,5,3,river,True,♥5 ♥2,♣Q ♣K ♣7 ♠A ♦A,624,0.0,0.0,1212,0,3212,60,0,60,20,80,0,5,-60,-35.0,2,-1.0,-35.0,-1.0,-0.0,-60.0,321,call,0,1.2445099353790283
6,0,5,5,deal,False,♦Q ♦J,,20000,0.30741150793651373,0.3700008925514889,1172,0,3172,0,20,20,20,40,40,4,-20,33.77876190476329,4,0.5370575396825688,33.77876190476329,-0.38517698412697254,506.0124400464234,486.0124400464234,317,bet,97,0.17540693283081055
